"","No","SiteID","LON","LAT","BP","Age","GPP","BPE","reference","Forest_type","PFT","species","Tg","g_vpd","soilCN","f","lnvpd","lnCN","lnf","lnage","f_incoparate","lnf_incoparate"
"667",667,423,-98.33,55.88,150,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,10.3802197091778,570.41971862793,17.684880090332,0.504109589041096,6.34637243832712,2.87271004233093,-0.684961595973506,NA,0.526027397260274,-0.64240198155471
"668",668,424,-98.216,55.898,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,10.4528347332478,572.376193847656,17.7236704365234,0.504109589041096,6.34979645675391,2.87490105897138,-0.684961595973506,NA,0.526027397260274,-0.64240198155471
"669",669,425,-97.52,34.98,241.56,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,16.4708584487438,961.674795532226,8.92132019195557,1,6.86867634313149,2.18844393922293,0,NA,1,0
"670",670,426,-97.33,31.1,828.675,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,19.8336987773577,1088.1114074707,8.23999999999999,1,6.99219881874606,2.10900034392138,0,NA,1,0
"671",671,427,-96.88,31.48,329.6,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,19.7659942102432,1092.87562866211,9.84,1,6.99656769273786,2.28645571106416,0,NA,1,0
"672",672,428,-96.58,39.2,351.8175,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,14.3210678834807,863.884582519537,9.5,0.915068493150685,6.76143917483395,2.2512917986065,-0.0887563606057911,NA,0.923287671232877,-0.0798144232301298
"673",673,429,-96.5603,39.0822,NA,NA,1969,NA,"Peng 2023, Journal of Ecology","","Grassland","",14.0736592585015,819.550658609377,9.5,0.915068493150685,6.70875621275823,2.2512917986065,-0.0887563606057911,NA,0.923287671232877,-0.0798144232301298
"674",674,430,-96.5603,39.0822,NA,NA,1682.5,NA,"Peng 2023, Journal of Ecology","","Grassland","",14.0736592585015,819.550658609377,9.5,0.915068493150685,6.70875621275823,2.2512917986065,-0.0887563606057911,NA,0.923287671232877,-0.0798144232301298
"675",675,431,-96.55,36.95,399.3,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,14.3765117799242,828.773330688477,9.32800010681152,1,6.71994669276413,2.23302064105877,0,NA,0.991780821917808,-0.00825314175672041
"676",676,432,-96.55,36.95,NA,NA,2299,NA,"Peng 2023, Journal of Ecology","","Grassland","",14.3765117799242,828.773330688477,9.32800010681152,1,6.71994669276413,2.23302064105877,0,NA,0.991780821917808,-0.00825314175672041
"677",677,433,-96.53,39.05,596.925,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.9923139567402,811.120916748049,9.5,0.915068493150685,6.69841713886862,2.2512917986065,-0.0887563606057911,NA,0.923287671232877,-0.0798144232301298
"678",678,434,-96.53,39.1,385,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,14.0574445338412,817.640805053714,9.5,0.915068493150685,6.70642312653786,2.2512917986065,-0.0887563606057911,NA,0.923287671232877,-0.0798144232301298
"679",679,435,-93.73,45.5,274.05,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,15.5405316489083,816.856246948242,9.05899972915649,0.586301369863014,6.70546312705084,2.20375870878942,-0.53392133856064,NA,0.605479452054794,-0.501734652064739
"680",680,436,-93.28,41.55,488,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,14.9543988876873,798.839053344727,9.40359963226318,0.753424657534247,6.68315949036251,2.24109255557577,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"681",681,437,-93.15,44.46,358.2,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,12.6784002481235,705.783584594727,9.27139987564087,0.753424657534247,6.55930865309981,2.22693437957268,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"682",682,438,-93.15,44.46,509.85,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,12.6784002481235,705.783584594727,9.27139987564087,0.753424657534247,6.55930865309981,2.22693437957268,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"683",683,439,-93.15,44.46,477.9,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,12.6784002481235,705.783584594727,9.27139987564087,0.753424657534247,6.55930865309981,2.22693437957268,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"684",684,440,-93.15,44.46,599.85,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,12.6784002481235,705.783584594727,9.27139987564087,0.753424657534247,6.55930865309981,2.22693437957268,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"685",685,441,-92.2,38.8,380,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,14.2052034220912,787.643844604492,8.59499983787537,0.915068493150685,6.66904601383474,2.15118061997214,-0.0887563606057911,NA,0.926027397260274,-0.0768514580994727
"686",686,442,-90.083,45.783,501,NA,1157,0.433016421780467,"Peng 2023, Journal of Ecology","deciduous","Forest"," mature regrowth upland hardwood forest",13.3093267651149,668.478495117188,13.7113403386498,0.586301369863014,6.50500422716472,2.61822325237334,-0.53392133856064,NA,0.608219178082192,-0.497219971710212
"687",687,443,-90.08,45.47,501,66,1165,0.430042918454936,"Peng 2023, Journal of Ecology","deciduous","Forest","Acer saccharum Marsh;Tsuga canadensis Carr",13.619396345956,684.418765869139,10.8595469703674,0.586301369863014,6.52856996108857,2.3850445981999,-0.53392133856064,4.18965474202643,0.610958904109589,-0.492725582122373
"688",688,444,-90.08,45.48,NA,23,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.608034828731,683.764600830077,10.9622536334991,0.586301369863014,6.52761370755584,2.3944578838767,-0.53392133856064,3.13549421592915,0.610958904109589,-0.492725582122373
"689",689,445,-90.08,45.48,NA,64,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.608034828731,683.764600830077,10.9622536334991,0.586301369863014,6.52761370755584,2.3944578838767,-0.53392133856064,4.15888308335967,0.610958904109589,-0.492725582122373
"690",690,446,-90.067,43.175,359.865,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.7179043112861,753.222741699219,8.80223324708938,0.753424657534247,6.62436098976746,2.17500546736629,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"691",691,447,-89.82,43.07,748.35,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.3242653629515,730.626530151369,8.5731889678955,0.753424657534247,6.59390242652884,2.1486397716671,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"692",692,448,-89.82,43.07,1025.1,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.3242653629515,730.626530151369,8.5731889678955,0.753424657534247,6.59390242652884,2.1486397716671,-0.28312625591592,NA,0.76986301369863,-0.261542684248746
"693",693,449,-89.6167,45.667,424,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.4779039195469,674.852333339843,13.3538002223969,0.586301369863014,6.51449390151743,2.59180100519174,-0.53392133856064,NA,0.610958904109589,-0.492725582122373
"694",694,450,-89.6167,45.667,315,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.4779039195469,674.852333339843,13.3538002223969,0.586301369863014,6.51449390151743,2.59180100519174,-0.53392133856064,NA,0.610958904109589,-0.492725582122373
"695",695,451,-89.6167,45.667,305,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.4779039195469,674.852333339843,13.3538002223969,0.586301369863014,6.51449390151743,2.59180100519174,-0.53392133856064,NA,0.610958904109589,-0.492725582122373
"696",696,452,-89.6167,45.667,229,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.4779039195469,674.852333339843,13.3538002223969,0.586301369863014,6.51449390151743,2.59180100519174,-0.53392133856064,NA,0.610958904109589,-0.492725582122373
"697",697,453,-89.4,43.03,696,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.3408364521132,723.467520141601,8.74320038604736,0.753424657534247,6.58405565237772,2.16827629953434,-0.28312625591592,NA,0.772602739726027,-0.257990282644378
"698",698,454,-89.37,43.28,262,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.0124091790782,703.356918945312,8.56886894760132,0.753424657534247,6.55586447128522,2.14813574579028,-0.28312625591592,NA,0.772602739726027,-0.257990282644378
"699",699,455,-89.34,46.24,NA,350,1144,NA,"Peng 2023, Journal of Ecology","","Forest","Acer saccharum Marsh",12.4367158968108,619.683637084962,14.1490801944733,0.586301369863014,6.4292090850446,2.64964961805225,-0.53392133856064,5.85793315448346,0.608219178082192,-0.497219971710212
"700",700,456,-86.42,39.32,922,75,1330,0.693233082706767,"Peng 2023, Journal of Ecology","deciduous","Forest","Acer saccharum Marsh",13.4101890824058,736.420271606444,9.52377152137755,0.915068493150685,6.60180097696271,2.2537909385613,-0.0887563606057911,4.31748811353631,0.928767123287671,-0.0738972462020413
"701",701,457,-86.42,39.32,1025,75,1452.14285714286,0.705853418593211,"Peng 2023, Journal of Ecology","deciduous","Forest","Acer saccharum Marsh",13.4101890824058,736.420271606444,9.52377152137755,0.915068493150685,6.60180097696271,2.2537909385613,-0.0887563606057911,4.31748811353631,0.928767123287671,-0.0738972462020413
"702",702,458,-86.42,39.32,931,75,1604,0.580423940149626,"Peng 2023, Journal of Ecology","deciduous","Forest","Acer saccharum Marsh",13.4101890824058,736.420271606444,9.52377152137755,0.915068493150685,6.60180097696271,2.2537909385613,-0.0887563606057911,4.31748811353631,0.928767123287671,-0.0738972462020413
"703",703,459,-86.416667,39.316667,922,NA,1330,0.693233082706767,"Peng 2023, Journal of Ecology","deciduous","Forest","Acer saccharum Marsh",13.4244857124885,736.998737215931,9.54571217359607,0.915068493150685,6.60258617877665,2.25609206660977,-0.0887563606057911,NA,0.928767123287671,-0.0738972462020413
"704",704,460,-86.416667,39.316667,931,NA,1604,0.580423940149626,"Peng 2023, Journal of Ecology","deciduous","Forest","Acer saccharum Marsh",13.4244857124885,736.998737215931,9.54571217359607,0.915068493150685,6.60258617877665,2.25609206660977,-0.0887563606057911,NA,0.928767123287671,-0.0738972462020413
"705",705,461,-86.416667,39.316667,1025,NA,1437.9375,0.712826531055766,"Peng 2023, Journal of Ecology","deciduous","Forest","Acer saccharum Marsh",13.4244857124885,736.998737215931,9.54571217359607,0.915068493150685,6.60258617877665,2.25609206660977,-0.0887563606057911,NA,0.928767123287671,-0.0738972462020413
"706",706,462,-85.44742,42.47353,238.5,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.3290427042375,697.822535472051,8.59589110421222,0.753424657534247,6.54796482326137,2.15128431050693,-0.28312625591592,NA,0.775342465753425,-0.254450455939254
"707",707,463,-85.44217,42.485,313.5,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.3295603231133,698.607140778808,8.59212763372135,0.753424657534247,6.54908855387619,2.15084639260512,-0.28312625591592,NA,0.775342465753425,-0.254450455939254
"708",708,464,-85.330039,42.442275,611.5,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,13.4204191362125,705.653571092003,8.58540127911611,0.753424657534247,6.55912442456003,2.15006323514596,-0.28312625591592,NA,0.775342465753425,-0.254450455939254
"709",709,465,-85.31047,41.44628,384,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,14.1064594020481,735.26222395877,8.51014578599026,0.753424657534247,6.60022720287736,2.14125907357724,-0.28312625591592,NA,0.783561643835616,-0.243905542762639
"710",710,466,-85.30978,41.44406,408.5,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Grassland",NA,14.1061040067564,735.188604379092,8.50933464203712,0.753424657534247,6.60012707089291,2.1411637541041,-0.28312625591592,NA,0.783561643835616,-0.243905542762639
"711",711,467,-84.716667,45.5916667,487,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,12.4925063001514,636.191258033544,12.6145210449445,0.668493150684932,6.4554992383114,2.5348486142652,-0.40272912828929,NA,0.698630136986301,-0.358633808424065
"712",712,468,-84.71,45.59,442,24,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,12.4943178457022,636.063694458007,12.6173403503418,0.668493150684932,6.45529870684447,2.53507208611809,-0.40272912828929,3.17805383034795,0.698630136986301,-0.358633808424065
"713",713,469,-84.71,45.59,488,50,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,12.4943178457022,636.063694458007,12.6173403503418,0.668493150684932,6.45529870684447,2.53507208611809,-0.40272912828929,3.91202300542815,0.698630136986301,-0.358633808424065
"714",714,470,-84.71,45.59,520,56,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,12.4943178457022,636.063694458007,12.6173403503418,0.668493150684932,6.45529870684447,2.53507208611809,-0.40272912828929,4.02535169073515,0.698630136986301,-0.358633808424065
"715",715,471,-84.71,45.59,505,6,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,12.4943178457022,636.063694458007,12.6173403503418,0.668493150684932,6.45529870684447,2.53507208611809,-0.40272912828929,1.79175946922805,0.698630136986301,-0.358633808424065
"716",716,472,-84.71,45.59,480,68,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,12.4943178457022,636.063694458007,12.6173403503418,0.668493150684932,6.45529870684447,2.53507208611809,-0.40272912828929,4.21950770517611,0.698630136986301,-0.358633808424065
"717",717,473,-84.71,45.59,633,87.5,1350,0.468888888888889,"Peng 2023, Journal of Ecology","deciduous","Forest","Populus grandidentata Michx",12.4943178457022,636.063694458007,12.6173403503418,0.668493150684932,6.45529870684447,2.53507208611809,-0.40272912828929,4.47163879336357,0.698630136986301,-0.358633808424065
"718",718,474,-84.7,45.583,619,NA,1323,0.467876039304611,"Peng 2023, Journal of Ecology","deciduous","Forest","secondary successional mixed northern hardwood forest",12.5033496177196,636.352724609375,12.6212290933609,0.668493150684932,6.45575300804966,2.53538024487159,-0.40272912828929,NA,0.698630136986301,-0.358633808424065
"719",719,475,-84.33,35.9,919,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.286590992411,791.947738647461,10.4243999519348,1,6.67449540308098,2.3441492074609,0,NA,1,0
"720",720,476,-84.33,35.9,917,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.286590992411,791.947738647461,10.4243999519348,1,6.67449540308098,2.3441492074609,0,NA,1,0
"721",721,477,-84.33,35.9,1015.5,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.286590992411,791.947738647461,10.4243999519348,1,6.67449540308098,2.3441492074609,0,NA,1,0
"722",722,478,-84.33,35.9,860,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.286590992411,791.947738647461,10.4243999519348,1,6.67449540308098,2.3441492074609,0,NA,1,0
"723",723,479,-84.33,35.9,1063,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.286590992411,791.947738647461,10.4243999519348,1,6.67449540308098,2.3441492074609,0,NA,1,0
"724",724,480,-84.283,35.95,634,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.1692693932851,777.954136962889,10.3879199287415,1,6.65666757252161,2.34064358571741,0,NA,1,0
"725",725,481,-84.28,35.92,682,50,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.2807581055164,787.369760131835,10.4041199390411,1,6.66869797306278,2.34220187568616,0,3.91202300542815,1,0
"726",726,482,-84.28,35.96,799,62.5,1654.5,0.482925355092173,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"727",727,483,-84.28,35.96,769,62.5,1734,0.443483275663206,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"728",728,484,-84.28,35.96,673,62.5,1817,0.370390753990094,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"729",729,485,-84.28,35.96,608,62.5,1745.5,0.348324262389,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"730",730,486,-84.28,35.96,730,62.5,1780,0.410112359550562,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"731",731,487,-84.28,35.96,634,62.5,1689.69230769231,0.375216243285076,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"732",732,488,-84.28,35.96,458,62.5,1689.69230769231,0.271055267231175,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"733",733,489,-84.28,35.96,685,62.5,1550.5,0.441792970009674,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"734",734,490,-84.28,35.96,661,62.5,1701,0.3885949441505,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"735",735,491,-84.28,35.96,577,62.5,1598,0.36107634543179,"Peng 2023, Journal of Ecology","deciduous","Forest","Quercus alba L",15.1217723955711,774.282019653319,10.3815599246979,1,6.65193617370154,2.34003114820937,0,4.13516655674236,1,0
"736",736,492,-84.28,35.97,412,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.0772787978252,770.870646362305,10.3759199211121,1,6.64752058563857,2.33948772928121,0,NA,1,0
"737",737,493,-84.28,35.97,541,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.0772787978252,770.870646362305,10.3759199211121,1,6.64752058563857,2.33948772928121,0,NA,1,0
"738",738,494,-84.28,35.97,380,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.0772787978252,770.870646362305,10.3759199211121,1,6.64752058563857,2.33948772928121,0,NA,1,0
"739",739,495,-83.98,10.43,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,24.667245906194,968.998212890616,10.9942,1,6.87626276760694,2.39736786101395,0,NA,1,0
"740",740,496,-83.98,10.43,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,24.667245906194,968.998212890616,10.9942,1,6.87626276760694,2.39736786101395,0,NA,1,0
"741",741,497,-83.98,10.43,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,24.667245906194,968.998212890616,10.9942,1,6.87626276760694,2.39736786101395,0,NA,1,0
"742",742,498,-83.98,10.43,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,24.667245906194,968.998212890616,10.9942,1,6.87626276760694,2.39736786101395,0,NA,1,0
"743",743,499,-83.98,10.43,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,24.667245906194,968.998212890616,10.9942,1,6.87626276760694,2.39736786101395,0,NA,1,0
"744",744,500,-83.98,10.43,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,24.667245906194,968.998212890616,10.9942,1,6.87626276760694,2.39736786101395,0,NA,1,0
"745",745,501,-82.25,8.75,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,18.9640732208886,645.452774047843,9,1,6.46995204579435,2.19722457733622,0,NA,0.950684931506849,-0.0505725736356323
"746",746,502,-80.7,28.6,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,22.6550840139389,1053.48373413086,15.8680006408692,1,6.95985779328723,2.7643045430396,0,NA,1,0
"747",747,503,-80.56,42.66,454,5,688,0.659883720930233,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.2099320110348,711.266549682625,9.46750020217895,0.753424657534247,6.56704725361641,2.24786490214886,-0.28312625591592,1.6094379124341,0.778082191780822,-0.250923115421285
"748",748,504,-80.56,42.66,236,5,706,0.334277620396601,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.2099320110348,711.266549682625,9.46750020217895,0.753424657534247,6.56704725361641,2.24786490214886,-0.28312625591592,1.6094379124341,0.778082191780822,-0.250923115421285
"749",749,505,-80.56,42.66,157,5,435,0.360919540229885,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.2099320110348,711.266549682625,9.46750020217895,0.753424657534247,6.56704725361641,2.24786490214886,-0.28312625591592,1.6094379124341,0.778082191780822,-0.250923115421285
"750",750,506,-80.56,42.66,244,5,610,0.4,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.2099320110348,711.266549682625,9.46750020217895,0.753424657534247,6.56704725361641,2.24786490214886,-0.28312625591592,1.6094379124341,0.778082191780822,-0.250923115421285
"751",751,507,-80.46,42.77,473,18,2339,0.202223172295853,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",12.9783806332946,685.856249999994,9.54432016906738,0.753424657534247,6.53066805766265,2.25594623086615,-0.28312625591592,2.89037175789616,0.783561643835616,-0.243905542762639
"752",752,508,-80.46,42.77,634,18,2445,0.259304703476483,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",12.9783806332946,685.856249999994,9.54432016906738,0.753424657534247,6.53066805766265,2.25594623086615,-0.28312625591592,2.89037175789616,0.783561643835616,-0.243905542762639
"753",753,509,-80.46,42.77,499,18,2637,0.189230185817217,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",12.9783806332946,685.856249999994,9.54432016906738,0.753424657534247,6.53066805766265,2.25594623086615,-0.28312625591592,2.89037175789616,0.783561643835616,-0.243905542762639
"754",754,510,-80.46,42.77,540,18,2359,0.228910555320051,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",12.9783806332946,685.856249999994,9.54432016906738,0.753424657534247,6.53066805766265,2.25594623086615,-0.28312625591592,2.89037175789616,0.783561643835616,-0.243905542762639
"755",755,511,-80.36,42.71,243,68,1371,0.177242888402626,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1271888175275,716.909390869145,9.44000006866455,0.668493150684932,6.57494946004649,2.2449559874312,-0.40272912828929,4.21950770517611,0.698630136986301,-0.358633808424065
"756",756,512,-80.36,42.71,355,68,1457,0.243651338366507,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1271888175275,716.909390869145,9.44000006866455,0.668493150684932,6.57494946004649,2.2449559874312,-0.40272912828929,4.21950770517611,0.698630136986301,-0.358633808424065
"757",757,513,-80.36,42.71,368,68,1561,0.235746316463805,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1271888175275,716.909390869145,9.44000006866455,0.668493150684932,6.57494946004649,2.2449559874312,-0.40272912828929,4.21950770517611,0.698630136986301,-0.358633808424065
"758",758,514,-80.36,42.71,156,68,1238,0.126009693053312,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1271888175275,716.909390869145,9.44000006866455,0.668493150684932,6.57494946004649,2.2449559874312,-0.40272912828929,4.21950770517611,0.698630136986301,-0.358633808424065
"759",759,515,-80.35,42.71,441,33,1261,0.349722442505948,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1424779885345,717.654644775396,9.43600006103516,0.668493150684932,6.57598845719793,2.24453216801376,-0.40272912828929,3.49650756146648,0.698630136986301,-0.358633808424065
"760",760,516,-80.35,42.71,406,33,1237,0.32821341956346,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1424779885345,717.654644775396,9.43600006103516,0.668493150684932,6.57598845719793,2.24453216801376,-0.40272912828929,3.49650756146648,0.698630136986301,-0.358633808424065
"761",761,517,-80.35,42.71,328,33,1122,0.292335115864528,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1424779885345,717.654644775396,9.43600006103516,0.668493150684932,6.57598845719793,2.24453216801376,-0.40272912828929,3.49650756146648,0.698630136986301,-0.358633808424065
"762",762,518,-80.35,42.71,328,33,1116,0.293906810035842,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus strobus",13.1424779885345,717.654644775396,9.43600006103516,0.668493150684932,6.57598845719793,2.24453216801376,-0.40272912828929,3.49650756146648,0.698630136986301,-0.358633808424065
"763",763,519,-79.85,9.17,NA,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,26.1032548904419,1072.40210571289,9.92400032043457,1,6.97765636991162,2.29495609811841,0,NA,1,0
"764",764,520,-79.2,34.8,556,11,1313,0.423457730388423,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus taeda L",17.0388042628765,892.012145996094,9.82972257614135,1,6.79347974907485,2.28541071159819,0,2.39789527279837,1,0
"765",765,521,-79.2,34.8,680,NA,1584,0.429292929292929,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus taeda L",17.0388042628765,892.012145996094,9.82972257614135,1,6.79347974907485,2.28541071159819,0,NA,1,0
"766",766,522,-79.2,34.8,1123,NA,2664,0.421546546546547,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus taeda L",17.0388042628765,892.012145996094,9.82972257614135,1,6.79347974907485,2.28541071159819,0,NA,1,0
"767",767,523,-79.2,34.8,1032,NA,2550,0.404705882352941,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus taeda L",17.0388042628765,892.012145996094,9.82972257614135,1,6.79347974907485,2.28541071159819,0,NA,1,0
"768",768,524,-79.18,-4.12,630,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.9661197153729,540.542935180674,10.1977499465942,1,6.29257406996634,2.32216710248475,0,NA,1,0
"769",769,525,-79.1,-3.99,354,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,13.9011061906817,468.692405700692,10.2774998855591,1,6.14994670189723,2.3299570286548,0,NA,0.945205479452055,-0.0563529365511317
"770",770,526,-79.1,-3.98,482,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,14.2630792697274,479.912330627451,10.2662498855591,1,6.17360344269425,2.32886180492497,0,NA,0.945205479452055,-0.0563529365511317
"771",771,527,-79.1,35.97,NA,17,1479,NA,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus taeda L",15.6262876629829,812.15972290039,10.1256001586914,1,6.69969702389746,2.3150668861684,0,2.83321334405622,1,0
"772",772,528,-79.1,35.97,1684,17,1788,0.941834451901566,"Peng 2023, Journal of Ecology","evergreen","Forest","Pinus taeda L",15.6262876629829,812.15972290039,10.1256001586914,1,6.69969702389746,2.3150668861684,0,2.83321334405622,1,0
"773",773,529,-79.0942,35.9782,1684,NA,2158.36538461538,0.780220073951977,"Peng 2023, Journal of Ecology","evergreen","Forest"," Loblolly Pine",15.6162948848139,811.66690855078,10.1262237504271,1,6.69909004485771,2.31512846992882,0,NA,1,0
"774",774,530,-79.0833,35.9667,645,NA,NA,NA,"Peng 2023, Journal of Ecology",NA,"Forest",NA,15.6680468966722,814.144957628416,10.1350071527042,1,6.70213843077266,2.31599548564661,0,NA,1,0
