"","No","SiteID","LON","LAT","BP","Age","GPP","BPE","reference","Forest_type","PFT","species","Tg","g_vpd","soilCN","f","lnvpd","lnCN","lnf","lnage","f_incoparate","lnf_incoparate"
"1",1,1,89.23,60.45,NA,200,594,0.36026936026936,"Collalti 2020, Nature","evergreen","Forest","Scots pine",12.4096696853638,650.400646972656,14.7699998855591,0.419178082191781,6.47758855296351,2.69259808879509,-0.869459432190056,5.29831736654804,0.441095890410959,-0.818492988598028
"2",2,2,-98.2,55.53,252,150,863,0.292004634994206,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.820186937352,582.943133544922,17.477200378418,0.504109589041096,6.36808964050372,2.86089719598244,-0.684961595973506,5.01063529409626,0.526027397260274,-0.64240198155471
"3",3,3,-98.2,55.53,417,53,1160,0.35948275862069,"Collalti 2020, Nature","deciduous","Forest","Populus tremuloides",10.820186937352,582.943133544922,17.477200378418,0.504109589041096,6.36808964050372,2.86089719598244,-0.684961595973506,3.97029191355212,0.526027397260274,-0.64240198155471
"4",4,4,-98.2,55.53,237,150,1080,0.219444444444444,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.820186937352,582.943133544922,17.477200378418,0.504109589041096,6.36808964050372,2.86089719598244,-0.684961595973506,5.01063529409626,0.526027397260274,-0.64240198155471
"5",5,5,-98.2,55.53,228,63,880,0.259090909090909,"Collalti 2020, Nature","evergreen","Forest","Pinus banksiana",10.820186937352,582.943133544922,17.477200378418,0.504109589041096,6.36808964050372,2.86089719598244,-0.684961595973506,4.14313472639153,0.526027397260274,-0.64240198155471
"6",6,6,-98.96,55.91,220,154,723,0.304287690179806,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.2118589817484,556.658681030273,17.5330803009033,0.504109589041096,6.3219522711852,2.864089399464,-0.684961595973506,5.03695260241363,0.526027397260274,-0.64240198155471
"7",7,7,-98.96,55.91,343,74,634,0.541009463722397,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.2118589817484,556.658681030273,17.5330803009033,0.504109589041096,6.3219522711852,2.864089399464,-0.684961595973506,4.30406509320417,0.526027397260274,-0.64240198155471
"8",8,8,-98.96,55.91,254,40,646,0.393188854489164,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.2118589817484,556.658681030273,17.5330803009033,0.504109589041096,6.3219522711852,2.864089399464,-0.684961595973506,3.68887945411394,0.526027397260274,-0.64240198155471
"9",9,9,-98.96,55.91,340,23,710,0.47887323943662,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.2118589817484,556.658681030273,17.5330803009033,0.504109589041096,6.3219522711852,2.864089399464,-0.684961595973506,3.13549421592915,0.526027397260274,-0.64240198155471
"10",10,10,-98.96,55.91,215,15,450,0.477777777777778,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.2118589817484,556.658681030273,17.5330803009033,0.504109589041096,6.3219522711852,2.864089399464,-0.684961595973506,2.70805020110221,0.526027397260274,-0.64240198155471
"11",11,11,-98.96,55.91,222.72,151,696,0.32,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.2118589817484,556.658681030273,17.5330803009033,0.504109589041096,6.3219522711852,2.864089399464,-0.684961595973506,5.01727983681492,0.526027397260274,-0.64240198155471
"12",12,12,-98.2,55.33,244.53,159,741,0.33,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.9949716190497,591.029101562499,17.2792006530762,0.504109589041096,6.38186525741629,2.84950350380342,-0.684961595973506,5.06890420222023,0.526027397260274,-0.64240198155471
"13",13,13,-98.52,55.9,NA,71,NA,0.55,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3188544871906,566.437753295898,17.5421002883911,0.504109589041096,6.3393671949885,2.86460372255715,-0.684961595973506,4.26267987704132,0.526027397260274,-0.64240198155471
"14",14,14,-98.32,55.91,NA,37,NA,0.58,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3274023270607,568.380310668946,17.6976400726318,0.504109589041096,6.34279075570204,2.87343130146081,-0.684961595973506,3.61091791264422,0.526027397260274,-0.64240198155471
"15",15,15,-98.48,55.86,NA,20,NA,0.52,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3999706858396,570.190812377929,17.5526602737427,0.504109589041096,6.34597106336722,2.86520552097384,-0.684961595973506,2.99573227355399,0.526027397260274,-0.64240198155471
"16",16,16,-98.48,55.88,181,120,812,0.222906403940887,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3874078246454,570.008444213866,17.5627802597046,0.504109589041096,6.34565117512916,2.86578190481459,-0.684961595973506,4.78749174278205,0.526027397260274,-0.64240198155471
"17",17,17,-74.43,49.69,302,95,794,0.380352644836272,"Collalti 2020, Nature","evergreen","Forest","Picea mariana, Pinus banksiana",10.8111753956477,537.166643066407,15.720719833374,0.504109589041096,6.28630836865267,2.75497957687979,-0.684961595973506,4.55387689160054,0.520547945205479,-0.652873281422005
"18",18,18,-74.43,49.69,302,95,687,0.439592430858806,"Collalti 2020, Nature","evergreen","Forest","Picea mariana, Pinus banksiana",10.8111753956477,537.166643066407,15.720719833374,0.504109589041096,6.28630836865267,2.75497957687979,-0.684961595973506,4.55387689160054,0.520547945205479,-0.652873281422005
"19",19,19,-97.8,53.2,NA,68,NA,0.36,"Collalti 2020, Nature","deciduous","Forest","Populus tremuloides",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.21950770517611,NA,NA
"20",20,20,-97.8,53.2,445,68,1350,0.32962962962963,"Collalti 2020, Nature","deciduous","Forest","Populus tremuloides",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.21950770517611,NA,NA
"21",21,21,-97.8,53.2,NA,115,NA,0.34,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.74493212836325,NA,NA
"22",22,22,-97.8,53.2,NA,63,NA,0.37,"Collalti 2020, Nature","evergreen","Forest","Pinus banksiana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.14313472639153,NA,NA
"23",23,23,-97.8,53.2,305,115,1090,0.279816513761468,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.74493212836325,NA,NA
"24",24,24,-97.8,53.2,239,63,772,0.309585492227979,"Collalti 2020, Nature","evergreen","Forest","Pinus banksiana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.14313472639153,NA,NA
"25",25,25,-105.7,53.59,517,115,963,0.536863966770509,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.6849951471601,592.28946533203,11.887400062561,0.586301369863014,6.38399547709069,2.47547902090124,-0.53392133856064,4.74493212836325,0.605479452054794,-0.501734652064739
"26",26,26,30.58,62.47,279,50,846,0.329787234042553,"Collalti 2020, Nature","evergreen","Forest","Scots pine",9.92578498295377,495.850382995607,16.7562801567077,0.586301369863014,6.20627423403399,2.81877312272943,-0.53392133856064,3.91202300542815,0.605479452054794,-0.501734652064739
"27",27,27,19.27,64.07,530,30,1000,0.53,"Collalti 2020, Nature","evergreen","Forest","Picea abies",8.85374699030604,476.943011169433,15.2659009597778,0.586301369863014,6.16739701031148,2.72562164572113,-0.53392133856064,3.40119738166216,0.605479452054794,-0.501734652064739
"28",28,28,-105.52,39.54,472,40,915,0.515846994535519,"Collalti 2020, Nature","evergreen","Forest","Pinus contorta",8.30944565236562,541.591166992185,10.7547099567413,0.504109589041096,6.29451141236645,2.37534379413116,-0.684961595973506,3.68887945411394,0.526027397260274,-0.64240198155471
"29",29,29,-105.52,39.54,252,250,977,0.257932446264074,"Collalti 2020, Nature","evergreen","Forest","Pinus contorta",8.30944565236562,541.591166992185,10.7547099567413,0.504109589041096,6.29451141236645,2.37534379413116,-0.684961595973506,5.52146091786225,0.526027397260274,-0.64240198155471
"30",30,30,24.17,61.57,434.5,47,1028,0.422665369649805,"Collalti 2020, Nature","evergreen","Forest","Pinus sylvestris",9.2161776800081,464.752133789062,15.1999998092651,0.668493150684932,6.14150421785312,2.72129541530388,-0.40272912828929,3.85014760171006,0.693150684931507,-0.366507864854971
"31",31,31,24.17,61.57,NA,47,1028,0.305933852140078,"Collalti 2020, Nature","evergreen","Forest","Pinus sylvestris",9.2161776800081,464.752133789062,15.1999998092651,0.668493150684932,6.14150421785312,2.72129541530388,-0.40272912828929,3.85014760171006,0.693150684931507,-0.366507864854971
"32",32,32,24.29,61.85,NA,212,NA,0.45,"Collalti 2020, Nature","evergreen","Forest","Scots pine",10.1695090566363,502.362803649902,15.1999998092651,0.586301369863014,6.21932257509204,2.72129541530388,-0.53392133856064,5.35658627467201,0.610958904109589,-0.492725582122373
"33",33,33,24.29,61.85,NA,13,NA,0.65,"Collalti 2020, Nature","evergreen","Forest","Scots pine",10.1695090566363,502.362803649902,15.1999998092651,0.586301369863014,6.21932257509204,2.72129541530388,-0.53392133856064,2.56494935746154,0.610958904109589,-0.492725582122373
"34",34,34,-89.34,46.24,314,175,1342,0.23397913561848,"Collalti 2020, Nature","deciduous","Forest","Tilia americana, Ostrya virginiana",12.4367158968108,619.683637084962,14.1490801944733,0.586301369863014,6.4292090850446,2.64964961805225,-0.53392133856064,5.16478597392351,0.608219178082192,-0.497219971710212
"35",35,35,-89.34,46.24,314,175,1323,0.237339380196523,"Collalti 2020, Nature","deciduous","Forest","Tilia americana, Ostrya virginiana",12.4367158968108,619.683637084962,14.1490801944733,0.586301369863014,6.4292090850446,2.64964961805225,-0.53392133856064,5.16478597392351,0.608219178082192,-0.497219971710212
"36",36,36,142.1,45.05,850.75,160,1439,0.591209173036831,"Collalti 2020, Nature","deciduous","Forest","Quercus crispula, Betula ermanii, 
Betula plataphylla",11.5140646249058,518.061233520515,10.3680003356934,0.668493150684932,6.25009344670263,2.33872417198775,-0.40272912828929,5.07517381523383,0.687671232876712,-0.374444414450708
"37",37,37,-121.5,44.23,387,150,1077,0.35933147632312,"Collalti 2020, Nature","evergreen","Forest","Tsuga mertensiana",9.69594952030617,616.80558166504,11.9710000038147,0.915068493150685,6.42455387160026,2.48248705858789,-0.0887563606057911,5.01063529409626,0.912328767123288,-0.0917548636020477
"38",38,38,-121.5,44.23,395.55,150,879,0.45,"Collalti 2020, Nature","evergreen","Forest","Tsuga mertensiana",9.69594952030617,616.80558166504,11.9710000038147,0.915068493150685,6.42455387160026,2.48248705858789,-0.0887563606057911,5.01063529409626,0.912328767123288,-0.0917548636020477
"39",39,39,17.29,60.5,808.3,105,1290,0.626589147286822,"Collalti 2020, Nature","evergreen","Forest","Scots pine , Norway spruce",10.2898628033698,529.139059448242,13.8324402618408,0.668493150684932,6.27125126961634,2.6270165770995,-0.40272912828929,4.65396035015752,0.684931506849315,-0.378436435720245
"40",40,40,17.29,60.5,NA,105,1290,0.685503875968992,"Collalti 2020, Nature","evergreen","Forest","Scots pine , Norway spruce",10.2898628033698,529.139059448242,13.8324402618408,0.668493150684932,6.27125126961634,2.6270165770995,-0.40272912828929,4.65396035015752,0.684931506849315,-0.378436435720245
"41",41,41,-80.55,42.66,346,5,603,0.57379767827529,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.2124737855461,703.896572875981,9.46100019454956,0.753424657534247,6.55663143183676,2.24717810628563,-0.28312625591592,1.6094379124341,0.778082191780822,-0.250923115421285
"42",42,42,-80.55,42.66,346,5,850,0.407058823529412,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.2124737855461,703.896572875981,9.46100019454956,0.753424657534247,6.55663143183676,2.24717810628563,-0.28312625591592,1.6094379124341,0.778082191780822,-0.250923115421285
"43",43,43,-80.35,42.7,634,68,1441,0.439972241498959,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.1825367179182,708.652557373053,9.41500005722046,0.668493150684932,6.56336536040208,2.2423041681867,-0.40272912828929,4.21950770517611,0.695890410958904,-0.362563086563955
"44",44,44,-80.35,42.7,634,68,1762,0.359818388195233,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.1825367179182,708.652557373053,9.41500005722046,0.668493150684932,6.56336536040208,2.2423041681867,-0.40272912828929,4.21950770517611,0.695890410958904,-0.362563086563955
"45",45,45,-80.34,42.7,639,33,1262,0.506339144215531,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.1988358173105,709.427752685552,9.41050004959107,0.753424657534247,6.56445866292411,2.24182609241824,-0.28312625591592,3.49650756146648,0.778082191780822,-0.250923115421285
"46",46,46,-80.34,42.7,639,33,1587,0.402646502835539,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.1988358173105,709.427752685552,9.41050004959107,0.753424657534247,6.56445866292411,2.24182609241824,-0.28312625591592,3.49650756146648,0.778082191780822,-0.250923115421285
"47",47,47,-80.45,42.74,870,18,2782,0.312724658519051,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.0158395027121,716.447082519525,9.5240001487732,0.668493150684932,6.57430438902022,2.25381494424549,-0.40272912828929,2.89037175789616,0.698630136986301,-0.358633808424065
"48",48,48,-80.45,42.74,870,18,2583,0.336817653890825,"Collalti 2020, Nature","evergreen","Forest","Pinus Strobus",13.0158395027121,716.447082519525,9.5240001487732,0.668493150684932,6.57430438902022,2.25381494424549,-0.40272912828929,2.89037175789616,0.698630136986301,-0.358633808424065
"49",49,49,-124,44,145,NA,330,0.439393939393939,"Collalti 2020, Nature","evergreen","Forest","Juniperus occidentalis",11.4621701737245,499.962120056152,11.7374999523163,1,6.21453233566457,2.46278884047187,0,NA,1,0
"50",50,50,138.76,35.45,773.9,90,1802,0.429467258601554,"Collalti 2020, Nature","evergreen","Forest","Pinus densiflora",11.6713016486165,542.767724609365,12.2991333503723,0.838356164383562,6.29668146526684,2.50952880057667,-0.176312251630111,4.49980967033027,0.865753424657534,-0.144155139995579
"51",51,51,-104.65,53.87,277,29,564,0.49113475177305,"Collalti 2020, Nature","evergreen","Forest","Pinus banksiana",10.4343202318464,588.109365844726,13.2176001815796,0.586301369863014,6.37691292693802,2.58154928856381,-0.53392133856064,3.36729582998647,0.605479452054794,-0.501734652064739
"52",52,52,128.06,42.4,769,NA,1388,0.554034582132565,"Collalti 2020, Nature","MX","Forest","Pinus korainensis, Quercus mongoliga, Acer mimo",13.9907784768513,693.905865478514,8.399,0.586301369863014,6.54233631078592,2.12811265114349,-0.53392133856064,NA,0.608219178082192,-0.497219971710212
"53",53,53,-90.5,45.47,511,66,1165,0.43862660944206,"Collalti 2020, Nature","deciduous","Forest","Tilia americana, Fraxinus pennsylvanica",13.9639247315271,698.976644897461,10.7315558624267,0.586301369863014,6.54961732951175,2.37318854728909,-0.53392133856064,4.18965474202643,0.610958904109589,-0.492725582122373
"54",54,54,-90.5,45.47,535.9,66,1165,0.46,"Collalti 2020, Nature","deciduous","Forest","Tilia americana, Fraxinus pennsylvanica",13.9639247315271,698.976644897461,10.7315558624267,0.586301369863014,6.54961732951175,2.37318854728909,-0.53392133856064,4.18965474202643,0.610958904109589,-0.492725582122373
"55",55,55,-90.07,45.8,613,NA,1150,0.53304347826087,"Collalti 2020, Nature","deciduous","Forest","Tilia americana, Fraxinus pennsylvanica",13.3312555074692,669.800207519531,13.7216446495056,0.586301369863014,6.50697947018318,2.61897448752656,-0.53392133856064,NA,0.608219178082192,-0.497219971710212
"56",56,56,-90.07,45.8,613,NA,1397,0.438797423049392,"Collalti 2020, Nature","deciduous","Forest","Tilia americana, Fraxinus pennsylvanica",13.3312555074692,669.800207519531,13.7216446495056,0.586301369863014,6.50697947018318,2.61897448752656,-0.53392133856064,NA,0.608219178082192,-0.497219971710212
"57",57,57,-84.71,43.55,677,76,1245,0.543775100401606,"Collalti 2020, Nature","MX","Forest","Pinus strobes, Acer rubrum",12.7630175875293,696.767709350586,11.4852001190185,0.753424657534247,6.54645208311919,2.4410592603705,-0.28312625591592,4.33073334028633,0.772602739726027,-0.257990282644378
"58",58,58,-84.71,43.55,677,76,1608,0.421019900497512,"Collalti 2020, Nature","MX","Forest","Pinus strobes, Acer rubrum",12.7630175875293,696.767709350586,11.4852001190185,0.753424657534247,6.54645208311919,2.4410592603705,-0.28312625591592,4.33073334028633,0.772602739726027,-0.257990282644378
"59",59,59,-84.42,45.35,661,76,1585,0.417034700315457,"Collalti 2020, Nature","MX","Forest","Pinus strobes, Acer rubrum",12.491394136101,638.757745361327,12.6420753059387,0.668493150684932,6.45952526725469,2.53703056083815,-0.40272912828929,4.33073334028633,0.69041095890411,-0.370468266071068
"60",60,60,-84.42,45.35,661,76,1221,0.541359541359541,"Collalti 2020, Nature","MX","Forest","Pinus strobes, Acer rubrum",12.491394136101,638.757745361327,12.6420753059387,0.668493150684932,6.45952526725469,2.53703056083815,-0.40272912828929,4.33073334028633,0.69041095890411,-0.370468266071068
"61",61,61,-84.42,45.35,675,76,1350,0.5,"Collalti 2020, Nature","MX","Forest","Pinus strobes, Acer rubrum",12.491394136101,638.757745361327,12.6420753059387,0.668493150684932,6.45952526725469,2.53703056083815,-0.40272912828929,4.33073334028633,0.69041095890411,-0.370468266071068
"62",62,62,-121,44.4,373,NA,879,0.424345847554039,"Collalti 2020, Nature","evergreen","Forest","Tsuga mertensiana",9.46023158915341,666.369812011719,8.2875,0.915068493150685,6.50184478972409,2.11474835551198,-0.0887563606057911,NA,0.90958904109589,-0.0947623846660029
"63",63,63,-121.5,44.25,373,NA,879,0.424345847554039,"Collalti 2020, Nature","evergreen","Forest","Tsuga mertensiana, Abies lasiocarpa, 
Picea engelmanii",9.83951253511692,622.116165161134,12.125,0.915068493150685,6.43312683601079,2.49526943682355,-0.0887563606057911,NA,0.912328767123288,-0.0917548636020477
"64",64,64,-121.5,44.23,491,150,879,0.558589306029579,"Collalti 2020, Nature","evergreen","Forest","Tsuga mertensiana",9.69594952030617,616.80558166504,11.9710000038147,0.915068493150685,6.42455387160026,2.48248705858789,-0.0887563606057911,5.01063529409626,0.912328767123288,-0.0917548636020477
"65",65,65,11.27,51.27,835.65,45,1857,0.45,"Collalti 2020, Nature","evergreen","Forest","Picea abies",9.08041413577899,485.755354309085,9.77800038146972,1,6.18570511096383,2.28013500316952,0,3.80666248977032,1,0
"66",66,66,11.27,51.27,791,45,1857,0.425955842757135,"Collalti 2020, Nature","evergreen","Forest","Picea abies",9.08041413577899,485.755354309085,9.77800038146972,1,6.18570511096383,2.28013500316952,0,3.80666248977032,1,0
"67",67,67,13.59,41.85,674,115,1154,0.584055459272097,"Collalti 2020, Nature","deciduous","Forest","Fagus sylvatica",9.47306944864532,549.668566894537,9.27499961853027,1,6.30931549094046,2.22732256736469,0,4.74493212836325,1,0
"68",68,68,13.59,41.85,676,115,1154,0.58578856152513,"Collalti 2020, Nature","deciduous","Forest","Fagus sylvatica",9.47306944864532,549.668566894537,9.27499961853027,1,6.30931549094046,2.22732256736469,0,4.74493212836325,1,0
"69",69,69,13.59,41.85,647,105,1300,0.497692307692308,"Collalti 2020, Nature","deciduous","Forest","Fagus sylvatica",9.47306944864532,549.668566894537,9.27499961853027,1,6.30931549094046,2.22732256736469,0,4.65396035015752,1,0
"70",70,70,-72.11,42.32,659,NA,1246,0.528892455858748,"Collalti 2020, Nature","deciduous","Forest","Quercus rubra + Acer rubrum",13.0471706419521,672.041237182617,14.8999996185303,0.753424657534247,6.51031970349549,2.70136118734942,-0.28312625591592,NA,0.778082191780822,-0.250923115421285
"71",71,71,9.59,51.75,645,116,1295,0.498069498069498,"Collalti 2020, Nature","evergreen","Forest","Fagus sylvatica, Picea abies",8.00344486261401,406.017102050777,8.68000038146973,1,6.00639528199235,2.16102157262038,0,4.75359019110636,1,0
"72",72,72,9.59,51.75,725.5,116,1295,0.56023166023166,"Collalti 2020, Nature","evergreen","Forest","Fagus sylvatica, Picea abies",8.00344486261401,406.017102050777,8.68000038146973,1,6.00639528199235,2.16102157262038,0,4.75359019110636,1,0
"73",73,73,-72.18,42.54,543,60,1315,0.412927756653992,"Collalti 2020, Nature","deciduous","Forest","Quercus rubra, Acer rubrum, Taxus canadensis",12.5832659184933,662.994755249029,14.8999996185303,0.753424657534247,6.49676707951962,2.70136118734942,-0.28312625591592,4.0943445622221,0.778082191780822,-0.250923115421285
"74",74,74,-71.29,44.05,NA,80,NA,0.52,"Collalti 2020, Nature","deciduous","Forest","Acer saccharum, Fagus grandifolia, 
Fraxinus americana",11.3123985756187,580.223419189449,13.4038889770508,0.668493150684932,6.36341323486692,2.59554488701853,-0.40272912828929,4.38202663467388,0.69041095890411,-0.370468266071068
"75",75,75,-71.28,44.06,514,80,1053,0.488129154795821,"Collalti 2020, Nature","MX","Forest","Acer saccharum, Fagus grandifolia, 
Fraxinus americana",11.4977330658585,587.033328857421,13.4023889724731,0.668493150684932,6.3750815965083,2.59543297259445,-0.40272912828929,4.38202663467388,0.69041095890411,-0.370468266071068
"76",76,76,-121.55,44.45,433.58,148,1141,0.38,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.29925703778862,603.522109985354,12.9,0.83013698630137,6.40278267613054,2.55722731136762,-0.186164548073122,4.99721227376411,0.838356164383562,-0.176312251630111
"77",77,77,-121.55,44.45,NA,148,NA,0.38,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.29925703778862,603.522109985354,12.9,0.83013698630137,6.40278267613054,2.55722731136762,-0.186164548073122,4.99721227376411,0.838356164383562,-0.176312251630111
"78",78,78,-121.55,44.45,449,156,1113,0.403414195867026,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.29925703778862,603.522109985354,12.9,0.83013698630137,6.40278267613054,2.55722731136762,-0.186164548073122,5.04985600724954,0.838356164383562,-0.176312251630111
"79",79,79,-121.55,44.45,389,23,724,0.537292817679558,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.29925703778862,603.522109985354,12.9,0.83013698630137,6.40278267613054,2.55722731136762,-0.186164548073122,3.13549421592915,0.838356164383562,-0.176312251630111
"80",80,80,137.25,36.08,NA,40,1046,0.71,"Collalti 2020, Nature","deciduous","Forest","Betula ermanii, B. platyphylla, Quercus mongolia",13.1252155590055,613.338330078108,11.2900002098084,0.838356164383562,6.41891670876822,2.42391739674513,-0.176312251630111,3.68887945411394,0.876712328767123,-0.131576357788719
"81",81,81,137.25,36.08,655.14,40,1074,0.61,"Collalti 2020, Nature","deciduous","Forest","Betula ermanii, B. platyphylla, Quercus mongolia",13.1252155590055,613.338330078108,11.2900002098084,0.838356164383562,6.41891670876822,2.42391739674513,-0.176312251630111,3.68887945411394,0.876712328767123,-0.131576357788719
"82",82,82,-121.4,44.25,159,NA,363,0.43801652892562,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.45831662230194,641.646789550778,10.5750000000001,0.915068493150685,6.4640379802505,2.35849272493235,-0.0887563606057911,NA,0.912328767123288,-0.0917548636020477
"83",83,83,-121,44.4,159,NA,364,0.436813186813187,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.46023158915341,666.369812011719,8.2875,0.915068493150685,6.50184478972409,2.11474835551198,-0.0887563606057911,NA,0.90958904109589,-0.0947623846660029
"84",84,84,-121.3,44.2,357,15,1192,0.299496644295302,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.61978767812252,647.391235351563,8.94800000190731,1,6.47295080317307,2.19143004384104,0,2.70805020110221,1,0
"85",85,85,-121.34,44.26,357,21,817,0.436964504283966,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.49458017644784,640.710104980469,9.64500000000005,1,6.4625771003022,2.2664396463577,0,3.04452243772342,1,0
"86",86,86,-121.3,44.2,385.31,15,727,0.53,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.61978767812252,647.391235351563,8.94800000190731,1,6.47295080317307,2.19143004384104,0,2.70805020110221,1,0
"87",87,87,13.57,50.96,620.5,107,1773,0.349971799210378,"Collalti 2020, Nature","evergreen","Forest","Picea abies",9.30012061975217,504.118238220216,10.7207998012543,0.838356164383562,6.22281084020046,2.37218576118555,-0.176312251630111,4.67282883446191,0.843835616438356,-0.169797570608917
"88",88,88,13.57,50.96,616,107,1845,0.333875338753388,"Collalti 2020, Nature","evergreen","Forest","Picea abies",9.30012061975217,504.118238220216,10.7207998012543,0.838356164383562,6.22281084020046,2.37218576118555,-0.176312251630111,4.67282883446191,0.843835616438356,-0.169797570608917
"89",89,89,10.45,51.07,697,268,1651,0.422168382798304,"Collalti 2020, Nature","deciduous","Forest","Fagus sylvatica",8.93859368373044,453.137162780761,10.511200340271,0.915068493150685,6.11619486724762,2.35244138771771,-0.0887563606057911,5.59098698051086,0.917808219178082,-0.0857668217574251
"90",90,90,72.18,42.54,526,60,1390,0.37841726618705,"Collalti 2020, Nature","deciduous","Forest","Quercus rubra, Acer rubrum, Taxus canadensis",11.7945884854595,673.864875488281,10.1231112098694,0.753424657534247,6.51302960934182,2.31482104841712,-0.28312625591592,4.0943445622221,0.767123287671233,-0.265107750413242
"91",91,91,-72.17,42.53,549.97,100,1279,0.43,"Collalti 2020, Nature","MX","Forest","Quercus rubra, Acer rubrum, Taxus canadensis",12.5503538422452,659.42019897461,14.8999996185303,0.753424657534247,6.49136096252305,2.70136118734942,-0.28312625591592,4.60517018598809,0.778082191780822,-0.250923115421285
"92",92,92,-72.17,42.53,622,100,1639,0.379499694935937,"Collalti 2020, Nature","MX","Forest","Quercus rubra, Acer rubrum, Taxus canadensis",12.5503538422452,659.42019897461,14.8999996185303,0.753424657534247,6.49136096252305,2.70136118734942,-0.28312625591592,4.60517018598809,0.778082191780822,-0.250923115421285
"93",93,93,-72.17,42.53,NA,100,1639,0.37339841366687,"Collalti 2020, Nature","MX","Forest","Quercus rubra, Acer rubrum, Taxus canadensis",12.5503538422452,659.42019897461,14.8999996185303,0.753424657534247,6.49136096252305,2.70136118734942,-0.28312625591592,4.60517018598809,0.778082191780822,-0.250923115421285
"94",94,94,-72.17,42.53,622,100,1502,0.414114513981358,"Collalti 2020, Nature","MX","Forest","Quercus rubra, Acer rubrum, Taxus canadensis",12.5503538422452,659.42019897461,14.8999996185303,0.753424657534247,6.49136096252305,2.70136118734942,-0.28312625591592,4.60517018598809,0.778082191780822,-0.250923115421285
"95",95,95,-72.17,42.53,NA,100,1502,0.40745672436751,"Collalti 2020, Nature","MX","Forest","Quercus rubra, Acer rubrum, Taxus canadensis",12.5503538422452,659.42019897461,14.8999996185303,0.753424657534247,6.49136096252305,2.70136118734942,-0.28312625591592,4.60517018598809,0.778082191780822,-0.250923115421285
"96",96,96,10.14,54.06,878,61,2420,0.362809917355372,"Collalti 2020, Nature","deciduous","Forest","Alnus rubra",8.93679047882557,447.105921630859,10.7860301651001,1,6.10279552768557,2.37825179360128,0,4.11087386417331,1,0
"97",97,97,10.14,54.06,843,61,2150,0.392093023255814,"Collalti 2020, Nature","deciduous","Forest","Alnus rubra",8.93679047882557,447.105921630859,10.7860301651001,1,6.10279552768557,2.37825179360128,0,4.11087386417331,1,0
"98",98,98,10.14,54.06,692,111,1324,0.522658610271903,"Collalti 2020, Nature","deciduous","Forest","Fagus sylvatica",8.93679047882557,447.105921630859,10.7860301651001,1,6.10279552768557,2.37825179360128,0,4.70953020131233,1,0
"99",99,99,10.14,54.06,NA,111,1047,0.62559694364852,"Collalti 2020, Nature","deciduous","Forest","Fagus sylvatica",8.93679047882557,447.105921630859,10.7860301651001,1,6.10279552768557,2.37825179360128,0,4.70953020131233,1,0
"100",100,100,-121.3,44.3,472,250,1486,0.317631224764468,"Collalti 2020, Nature","evergreen","Forest","Pinus ponderosa",9.94225929304957,660.698806762695,9.02499999999996,1,6.49329807301437,2.19999850421894,0,5.52146091786225,1,0
