"","X","No","SiteID","LON","LAT","BP","Age","GPP","BPE","reference","Forest_type","PFT","species","Tg","g_vpd","soilCN","f","lnvpd","lnCN","lnf","lnage","f_incoparate","lnf_incoparate","Elevation","pH","sand","logitBPE","vpd_12","lnvpd_12","g_ppfd","lng_ppfd","MAT","MTCO"
"13",13,13,13,-98.52,55.9,NA,71,NA,0.55,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3188544871906,566.437753295898,17.5421002883911,0.504109589041096,6.3393671949885,2.86460372255715,-0.684961595973506,4.26267987704132,0.526027397260274,-0.64240198155471,0.26,5.5,15.7244614457269,0.200670695462151,326.912594604492,5.78969284038015,30.4446726401647,3.41591102450362,-2.07689899938803,-22.6715847015381
"14",14,14,14,-98.32,55.91,NA,37,NA,0.58,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3274023270607,568.380310668946,17.6976400726318,0.504109589041096,6.34279075570204,2.87343130146081,-0.684961595973506,3.61091791264422,0.526027397260274,-0.64240198155471,0.26,5.5,20.3036724036634,0.322773392263051,327.760122680664,5.79228200753884,30.3273864507675,3.41205114755462,-2.10276732424896,-22.7280579376221
"15",15,15,15,-98.48,55.86,NA,20,NA,0.52,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3999706858396,570.190812377929,17.5526602737427,0.504109589041096,6.34597106336722,2.86520552097384,-0.684961595973506,2.99573227355399,0.526027397260274,-0.64240198155471,0.26,5.5,21.7239368603112,0.0800427076735366,329.236802062988,5.79677725496952,30.4811628675461,3.41710888191306,-2.00590254724027,-22.6335688018799
"16",16,16,16,-98.48,55.88,181,120,812,0.222906403940887,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.3874078246454,570.008444213866,17.5627802597046,0.504109589041096,6.34565117512916,2.86578190481459,-0.684961595973506,4.78749174278205,0.526027397260274,-0.64240198155471,0.26,5.5,15.6336061035304,-1.24880883127539,329.016491088867,5.79610787439933,30.4606343571345,3.4164351731574,-2.03345775293809,-22.682149887085
"17",17,17,17,-74.43,49.69,302,95,794,0.380352644836272,"Collalti 2020, Nature","evergreen","Forest","Picea mariana, Pinus banksiana",10.8111753956477,537.166643066407,15.720719833374,0.504109589041096,6.28630836865267,2.75497957687979,-0.684961595973506,4.55387689160054,0.520547945205479,-0.652873281422005,0.384666666666667,4,46.6630557952626,-0.488051699117439,329.488899841309,5.79754266548834,30.3551385116577,3.41296581163104,0.533114877939219,-17.7538390350342
"18",18,18,18,-74.43,49.69,302,95,687,0.439592430858806,"Collalti 2020, Nature","evergreen","Forest","Picea mariana, Pinus banksiana",10.8111753956477,537.166643066407,15.720719833374,0.504109589041096,6.28630836865267,2.75497957687979,-0.684961595973506,4.55387689160054,0.520547945205479,-0.652873281422005,0.384666666666667,4,46.6630557952626,-0.242816316912916,329.488899841309,5.79754266548834,30.3551385116577,3.41296581163104,0.533114877939219,-17.7538390350342
"19",19,19,19,-97.8,53.2,NA,68,NA,0.36,"Collalti 2020, Nature","deciduous","Forest","Populus tremuloides",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.21950770517611,NA,NA,0.53,NA,NA,-0.575364144903562,359.482330322265,5.88466502525015,NA,NA,NA,NA
"20",20,20,20,-97.8,53.2,445,68,1350,0.32962962962963,"Collalti 2020, Nature","deciduous","Forest","Populus tremuloides",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.21950770517611,NA,NA,0.53,NA,NA,-0.709860661533684,359.482330322265,5.88466502525015,NA,NA,NA,NA
"21",21,21,21,-97.8,53.2,NA,115,NA,0.34,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.74493212836325,NA,NA,0.53,NA,NA,-0.663294217410264,359.482330322265,5.88466502525015,NA,NA,NA,NA
"22",22,22,22,-97.8,53.2,NA,63,NA,0.37,"Collalti 2020, Nature","evergreen","Forest","Pinus banksiana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.14313472639153,NA,NA,0.53,NA,NA,-0.532216813747308,359.482330322265,5.88466502525015,NA,NA,NA,NA
"23",23,23,23,-97.8,53.2,305,115,1090,0.279816513761468,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.74493212836325,NA,NA,0.53,NA,NA,-0.945371941174996,359.482330322265,5.88466502525015,NA,NA,NA,NA
"24",24,24,24,-97.8,53.2,239,63,772,0.309585492227979,"Collalti 2020, Nature","evergreen","Forest","Pinus banksiana",NA,NA,16.2123041725159,NA,NA,2.78577047077337,NA,4.14313472639153,NA,NA,0.53,NA,NA,-0.802057872234335,359.482330322265,5.88466502525015,NA,NA,NA,NA
"25",25,25,25,-105.7,53.59,517,115,963,0.536863966770509,"Collalti 2020, Nature","evergreen","Forest","Picea mariana",10.6849951471601,592.28946533203,11.887400062561,0.586301369863014,6.38399547709069,2.47547902090124,-0.53392133856064,4.74493212836325,0.605479452054794,-0.501734652064739,0.53,6.7,44.1747523601499,0.147723922488366,382.975268554687,5.94797041413146,34.4572754246848,3.53972016310704,1.27907938162485,-16.5731288909912
"26",26,26,26,30.58,62.47,279,50,846,0.329787234042553,"Collalti 2020, Nature","evergreen","Forest","Scots pine",9.92578498295377,495.850382995607,16.7562801567077,0.586301369863014,6.20627423403399,2.81877312272943,-0.53392133856064,3.91202300542815,0.605479452054794,-0.501734652064739,0.162,4.4,46.1083876240986,-0.709147521906387,335.704145202638,5.81623025184731,26.2443051365444,3.26744901832193,3.12980614185335,-9.87624809265136
